181.3.249.130 - - [10/Oct/2015:08:15:38 ] "GET /Store/cart.jsp?productID=1305 HTTP/1.0" 200 2248 "http://facebook.com/" "Mozilla/5.0 (Windows; U; MSIE 9.0; WIndows NT 9.0; en-US))"
137.89.53.3 - - [10/Oct/2015:09:41:55 ] "GET /Givency HTTP/1.0" 200 3377 "http://www.google.com" "Mozilla/5.0 (Windows; U; Windows NT 6.1; rv:2.2) Gecko/20110201"
137.89.53.3 - - [10/Oct/2015:09:42:40 ] "GET /Store/cart.jsp?productID=1121 HTTP/1.0" 200 3581 "-" "Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.0)"
179.203.132.160 - - [10/Oct/2015:09:46:22 ] "GET /CalvinKlein HTTP/1.0" 200 2273 "http://instagram.com" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1944.0 Safari/537.36"
137.89.53.3 - - [10/Oct/2015:09:51:08 ] "GET /Givency HTTP/1.0" 200 3009 "http://instagram.com" "Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.0)"
181.3.249.130 - - [10/Oct/2015:09:55:13 ] "GET /Gucci HTTP/1.0" 200 3110 "http://www.google.com" "Mozilla/5.0 (Linux; U; Android 2.3.5; en-us; HTC Vision Build/GRI40) AppleWebKit/533.1 (KHTML, like Gecko) Version/4.0 Mobile Safari/533.1"
148.12.180.110 - - [10/Oct/2015:09:57:35 ] "GET /Prada HTTP/1.0" 200 4870 "http://www.google.com" "Mozilla/5.0 (Windows; U; Windows NT 6.1; rv:2.2) Gecko/20110201"
62.112.34.46 - - [10/Oct/2015:10:00:53 ] "GET /HugoBoss HTTP/1.0" 200 2074 "http://www.google.com" "Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.0)"
181.3.249.130 - - [10/Oct/2015:10:05:24 ] "GET /Dior HTTP/1.0" 200 3893 "http://instagram.com" "Mozilla/5.0 (Linux; U; Android 2.3.5; en-us; HTC Vision Build/GRI40) AppleWebKit/533.1 (KHTML, like Gecko) Version/4.0 Mobile Safari/533.1"
62.112.34.46 - - [10/Oct/2015:10:06:52 ] "GET /Dior HTTP/1.0" 200 4829 "http://facebook.com/" "Mozilla/5.0 (iPad; CPU OS 6_0 like Mac OS X) AppleWebKit/536.26 (KHTML, like Gecko) Version/6.0 Mobile/10A5355d Safari/8536.25"
20.149.200.80 - - [10/Oct/2015:10:11:07 ] "GET /Dior HTTP/1.0" 200 2986 "http://facebook.com/" "Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.0)"
154.14.161.138 - - [10/Oct/2015:10:12:56 ] "GET /Chanel HTTP/1.0" 200 4719 "http://facebook.com/" "Mozilla/5.0 (Windows NT 5.1; rv:31.0) Gecko/20100101 Firefox/31.0"
62.112.34.46 - - [10/Oct/2015:10:14:37 ] "GET /Givency HTTP/1.0" 200 4389 "-" "Mozilla/5.0 (Windows NT 5.1; rv:31.0) Gecko/20100101 Firefox/31.0"
129.205.99.233 - - [10/Oct/2015:10:17:22 ] "GET /Givency HTTP/1.0" 200 3637 "http://twitter.com" "Mozilla/5.0 (Windows NT 5.1; rv:31.0) Gecko/20100101 Firefox/31.0"
137.89.53.3 - - [10/Oct/2015:10:20:22 ] "GET /Givency HTTP/1.0" 200 3984 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1944.0 Safari/537.36"
173.216.153.220 - - [10/Oct/2015:10:22:52 ] "GET /Dior HTTP/1.0" 200 4701 "http://facebook.com/" "Mozilla/5.0 (Linux; U; Android 2.3.5; en-us; HTC Vision Build/GRI40) AppleWebKit/533.1 (KHTML, like Gecko) Version/4.0 Mobile Safari/533.1"
129.205.99.233 - - [10/Oct/2015:10:26:55 ] "GET /Givency HTTP/1.0" 200 4062 "-" "Mozilla/5.0 (Windows NT 5.1; rv:31.0) Gecko/20100101 Firefox/31.0"
62.112.34.46 - - [10/Oct/2015:10:30:00 ] "GET /Store/cart.jsp?productID=1434 HTTP/1.0" 200 2863 "-" "Mozilla/5.0 (Windows; U; Windows NT 6.1; rv:2.2) Gecko/20110201"
181.3.249.130 - - [10/Oct/2015:10:33:04 ] "GET /Gucci HTTP/1.0" 200 3463 "http://twitter.com" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1944.0 Safari/537.36"
181.3.249.130 - - [10/Oct/2015:10:37:29 ] "GET /CalvinKlein HTTP/1.0" 200 3693 "http://twitter.com" "Mozilla/5.0 (Linux; U; Android 2.3.5; en-us; HTC Vision Build/GRI40) AppleWebKit/533.1 (KHTML, like Gecko) Version/4.0 Mobile Safari/533.1"
179.203.132.160 - - [10/Oct/2015:10:39:51 ] "GET /Gucci HTTP/1.0" 200 2722 "http://facebook.com/" "Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.0)"
181.3.249.130 - - [10/Oct/2015:10:41:48 ] "GET /Dior HTTP/1.0" 200 3594 "http://www.google.com" "Mozilla/5.0 (Windows; U; MSIE 9.0; WIndows NT 9.0; en-US))"
173.216.153.220 - - [10/Oct/2015:10:46:29 ] "GET /Chanel HTTP/1.0" 200 3689 "http://facebook.com/" "Mozilla/5.0 (Linux; U; Android 2.3.5; en-us; HTC Vision Build/GRI40) AppleWebKit/533.1 (KHTML, like Gecko) Version/4.0 Mobile Safari/533.1"
179.203.132.160 - - [10/Oct/2015:10:47:40 ] "GET /Gucci HTTP/1.0" 200 2614 "http://facebook.com/" "Mozilla/5.0 (Windows; U; MSIE 9.0; WIndows NT 9.0; en-US))"
154.14.161.138 - - [10/Oct/2015:10:52:16 ] "GET /HugoBoss HTTP/1.0" 200 4856 "-" "Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.0)"
148.12.180.110 - - [10/Oct/2015:10:56:35 ] "GET /HugoBoss HTTP/1.0" 200 3457 "http://facebook.com/" "Mozilla/5.0 (Linux; U; Android 2.3.5; en-us; HTC Vision Build/GRI40) AppleWebKit/533.1 (KHTML, like Gecko) Version/4.0 Mobile Safari/533.1"
72.183.126.71 - - [10/Oct/2015:10:59:24 ] "GET /Dior HTTP/1.0" 200 2403 "http://facebook.com/" "Mozilla/5.0 (Linux; U; Android 2.3.5; en-us; HTC Vision Build/GRI40) AppleWebKit/533.1 (KHTML, like Gecko) Version/4.0 Mobile Safari/533.1"
129.205.99.233 - - [10/Oct/2015:11:04:06 ] "GET /YSL HTTP/1.0" 200 3744 "http://facebook.com/" "Mozilla/5.0 (Windows; U; MSIE 9.0; WIndows NT 9.0; en-US))"
137.89.53.3 - - [10/Oct/2015:11:08:14 ] "GET /Revlon HTTP/1.0" 200 3017 "http://www.google.com" "Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.0)"
137.89.53.3 - - [10/Oct/2015:11:11:22 ] "GET /Givency HTTP/1.0" 200 4986 "http://www.google.com" "Mozilla/5.0 (Windows; U; Windows NT 6.1; rv:2.2) Gecko/20110201"
62.112.34.46 - - [10/Oct/2015:11:15:23 ] "GET /Bvlgari HTTP/1.0" 200 3445 "http://twitter.com" "Mozilla/5.0 (Windows; U; MSIE 9.0; WIndows NT 9.0; en-US))"
179.203.132.160 - - [10/Oct/2015:11:17:00 ] "GET /Revlon HTTP/1.0" 200 3308 "http://www.google.com" "Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.0)"
129.205.99.233 - - [10/Oct/2015:11:19:05 ] "GET /Prada HTTP/1.0" 200 2426 "http://instagram.com" "Mozilla/5.0 (Windows NT 5.1; rv:31.0) Gecko/20100101 Firefox/31.0"
72.183.126.71 - - [10/Oct/2015:11:22:22 ] "GET /Chanel HTTP/1.0" 200 3027 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1944.0 Safari/537.36"
173.216.153.220 - - [10/Oct/2015:11:25:35 ] "GET /Revlon HTTP/1.0" 200 4920 "-" "Mozilla/5.0 (Windows; U; MSIE 9.0; WIndows NT 9.0; en-US))"
137.89.53.3 - - [10/Oct/2015:11:29:06 ] "GET /CalvinKlein HTTP/1.0" 200 3889 "http://facebook.com/" "Mozilla/5.0 (iPad; CPU OS 6_0 like Mac OS X) AppleWebKit/536.26 (KHTML, like Gecko) Version/6.0 Mobile/10A5355d Safari/8536.25"
137.89.53.3 - - [10/Oct/2015:11:33:29 ] "GET /HugoBoss HTTP/1.0" 200 3545 "http://facebook.com/" "Mozilla/5.0 (iPad; CPU OS 6_0 like Mac OS X) AppleWebKit/536.26 (KHTML, like Gecko) Version/6.0 Mobile/10A5355d Safari/8536.25"
137.89.53.3 - - [10/Oct/2015:11:36:39 ] "GET /Dior HTTP/1.0" 200 4019 "http://www.google.com" "Mozilla/5.0 (iPad; CPU OS 6_0 like Mac OS X) AppleWebKit/536.26 (KHTML, like Gecko) Version/6.0 Mobile/10A5355d Safari/8536.25"
148.12.180.110 - - [10/Oct/2015:11:39:19 ] "GET /Bvlgari HTTP/1.0" 200 2951 "-" "Mozilla/5.0 (iPad; CPU OS 6_0 like Mac OS X) AppleWebKit/536.26 (KHTML, like Gecko) Version/6.0 Mobile/10A5355d Safari/8536.25"
20.149.200.80 - - [10/Oct/2015:11:42:55 ] "GET /Revlon HTTP/1.0" 200 4718 "http://instagram.com" "Mozilla/5.0 (iPad; CPU OS 6_0 like Mac OS X) AppleWebKit/536.26 (KHTML, like Gecko) Version/6.0 Mobile/10A5355d Safari/8536.25"
72.183.126.71 - - [10/Oct/2015:11:47:33 ] "GET /HugoBoss HTTP/1.0" 200 4654 "http://twitter.com" "Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.0)"
181.3.249.130 - - [10/Oct/2015:11:52:23 ] "GET /Store/cart.jsp?productID=1220 HTTP/1.0" 200 3147 "http://facebook.com/" "Mozilla/5.0 (iPad; CPU OS 6_0 like Mac OS X) AppleWebKit/536.26 (KHTML, like Gecko) Version/6.0 Mobile/10A5355d Safari/8536.25"
181.3.249.130 - - [10/Oct/2015:11:53:42 ] "GET /Revlon HTTP/1.0" 200 3517 "http://twitter.com" "Mozilla/5.0 (Linux; U; Android 2.3.5; en-us; HTC Vision Build/GRI40) AppleWebKit/533.1 (KHTML, like Gecko) Version/4.0 Mobile Safari/533.1"
148.12.180.110 - - [10/Oct/2015:11:54:58 ] "GET /Chanel HTTP/1.0" 200 2721 "-" "Mozilla/5.0 (Windows; U; Windows NT 6.1; rv:2.2) Gecko/20110201"
148.12.180.110 - - [10/Oct/2015:11:57:11 ] "GET /Prada HTTP/1.0" 200 2530 "http://twitter.com" "Mozilla/5.0 (Linux; U; Android 2.3.5; en-us; HTC Vision Build/GRI40) AppleWebKit/533.1 (KHTML, like Gecko) Version/4.0 Mobile Safari/533.1"
72.183.126.71 - - [10/Oct/2015:11:59:22 ] "GET /CalvinKlein HTTP/1.0" 200 2566 "http://twitter.com" "Mozilla/5.0 (Windows; U; MSIE 9.0; WIndows NT 9.0; en-US))"
62.112.34.46 - - [10/Oct/2015:12:00:50 ] "GET /Chanel HTTP/1.0" 200 4984 "-" "Mozilla/5.0 (Windows NT 5.1; rv:31.0) Gecko/20100101 Firefox/31.0"
148.12.180.110 - - [10/Oct/2015:12:03:30 ] "GET /HugoBoss HTTP/1.0" 200 4043 "http://facebook.com/" "Mozilla/5.0 (Windows; U; Windows NT 6.1; rv:2.2) Gecko/20110201"
137.89.53.3 - - [10/Oct/2015:12:05:50 ] "GET /Bvlgari HTTP/1.0" 200 4807 "http://instagram.com" "Mozilla/5.0 (Linux; U; Android 2.3.5; en-us; HTC Vision Build/GRI40) AppleWebKit/533.1 (KHTML, like Gecko) Version/4.0 Mobile Safari/533.1"
137.89.53.3 - - [10/Oct/2015:12:10:48 ] "GET /CalvinKlein HTTP/1.0" 200 4649 "-" "Mozilla/5.0 (Windows; U; MSIE 9.0; WIndows NT 9.0; en-US))"
62.112.34.46 - - [10/Oct/2015:12:15:46 ] "GET /YSL HTTP/1.0" 200 3530 "http://www.google.com" "Mozilla/5.0 (Linux; U; Android 2.3.5; en-us; HTC Vision Build/GRI40) AppleWebKit/533.1 (KHTML, like Gecko) Version/4.0 Mobile Safari/533.1"
148.12.180.110 - - [10/Oct/2015:12:18:51 ] "GET /Givency HTTP/1.0" 200 2385 "http://www.google.com" "Mozilla/5.0 (Windows; U; Windows NT 6.1; rv:2.2) Gecko/20110201"
173.216.153.220 - - [10/Oct/2015:12:22:35 ] "GET /Chanel HTTP/1.0" 200 4309 "http://instagram.com" "Mozilla/5.0 (Linux; U; Android 2.3.5; en-us; HTC Vision Build/GRI40) AppleWebKit/533.1 (KHTML, like Gecko) Version/4.0 Mobile Safari/533.1"
137.89.53.3 - - [10/Oct/2015:12:27:26 ] "GET /YSL HTTP/1.0" 200 4035 "-" "Mozilla/5.0 (Linux; U; Android 2.3.5; en-us; HTC Vision Build/GRI40) AppleWebKit/533.1 (KHTML, like Gecko) Version/4.0 Mobile Safari/533.1"
154.14.161.138 - - [10/Oct/2015:12:31:25 ] "GET /Bvlgari HTTP/1.0" 200 2934 "http://instagram.com" "Mozilla/5.0 (Windows; U; MSIE 9.0; WIndows NT 9.0; en-US))"
129.205.99.233 - - [10/Oct/2015:12:35:28 ] "GET /Prada HTTP/1.0" 200 3228 "http://www.google.com" "Mozilla/5.0 (Windows; U; Windows NT 6.1; rv:2.2) Gecko/20110201"
20.149.200.80 - - [10/Oct/2015:12:38:20 ] "GET /Chanel HTTP/1.0" 200 2205 "http://facebook.com/" "Mozilla/5.0 (Windows; U; MSIE 9.0; WIndows NT 9.0; en-US))"
20.149.200.80 - - [10/Oct/2015:12:40:00 ] "GET /Gucci HTTP/1.0" 200 4489 "http://instagram.com" "Mozilla/5.0 (Windows; U; MSIE 9.0; WIndows NT 9.0; en-US))"
181.3.249.130 - - [10/Oct/2015:12:41:06 ] "GET /Chanel HTTP/1.0" 200 3328 "http://www.google.com" "Mozilla/5.0 (iPad; CPU OS 6_0 like Mac OS X) AppleWebKit/536.26 (KHTML, like Gecko) Version/6.0 Mobile/10A5355d Safari/8536.25"
72.183.126.71 - - [10/Oct/2015:12:45:27 ] "GET /Revlon HTTP/1.0" 200 2905 "http://instagram.com" "Mozilla/5.0 (iPad; CPU OS 6_0 like Mac OS X) AppleWebKit/536.26 (KHTML, like Gecko) Version/6.0 Mobile/10A5355d Safari/8536.25"
154.14.161.138 - - [10/Oct/2015:12:47:03 ] "GET /Prada HTTP/1.0" 200 2649 "http://www.google.com" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1944.0 Safari/537.36"
179.203.132.160 - - [10/Oct/2015:12:51:28 ] "GET /Chanel HTTP/1.0" 200 4333 "http://facebook.com/" "Mozilla/5.0 (Windows NT 5.1; rv:31.0) Gecko/20100101 Firefox/31.0"
179.203.132.160 - - [10/Oct/2015:12:54:42 ] "GET /Dior HTTP/1.0" 200 2745 "-" "Mozilla/5.0 (Windows; U; Windows NT 6.1; rv:2.2) Gecko/20110201"
129.205.99.233 - - [10/Oct/2015:12:59:10 ] "GET /Store/cart.jsp?productID=1139 HTTP/1.0" 200 4387 "http://www.google.com" "Mozilla/5.0 (Linux; U; Android 2.3.5; en-us; HTC Vision Build/GRI40) AppleWebKit/533.1 (KHTML, like Gecko) Version/4.0 Mobile Safari/533.1"
154.14.161.138 - - [10/Oct/2015:12:59:57 ] "GET /YSL HTTP/1.0" 200 3892 "http://twitter.com" "Mozilla/5.0 (Windows NT 5.1; rv:31.0) Gecko/20100101 Firefox/31.0"
181.3.249.130 - - [10/Oct/2015:13:03:18 ] "GET /Gucci HTTP/1.0" 200 3285 "http://facebook.com/" "Mozilla/5.0 (Windows NT 5.1; rv:31.0) Gecko/20100101 Firefox/31.0"
173.216.153.220 - - [10/Oct/2015:13:07:02 ] "GET /Chanel HTTP/1.0" 200 3485 "http://facebook.com/" "Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.0)"
72.183.126.71 - - [10/Oct/2015:13:08:45 ] "GET /Bvlgari HTTP/1.0" 200 2577 "http://instagram.com" "Mozilla/5.0 (Linux; U; Android 2.3.5; en-us; HTC Vision Build/GRI40) AppleWebKit/533.1 (KHTML, like Gecko) Version/4.0 Mobile Safari/533.1"
173.216.153.220 - - [10/Oct/2015:13:09:18 ] "GET /Givency HTTP/1.0" 200 2786 "http://twitter.com" "Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.0)"
62.112.34.46 - - [10/Oct/2015:13:13:17 ] "GET /Prada HTTP/1.0" 200 2133 "http://twitter.com" "Mozilla/5.0 (iPad; CPU OS 6_0 like Mac OS X) AppleWebKit/536.26 (KHTML, like Gecko) Version/6.0 Mobile/10A5355d Safari/8536.25"
129.205.99.233 - - [10/Oct/2015:13:18:10 ] "GET /Dior HTTP/1.0" 200 2521 "http://instagram.com" "Mozilla/5.0 (Windows; U; Windows NT 6.1; rv:2.2) Gecko/20110201"
181.3.249.130 - - [10/Oct/2015:13:22:54 ] "GET /Chanel HTTP/1.0" 200 3408 "-" "Mozilla/5.0 (Linux; U; Android 2.3.5; en-us; HTC Vision Build/GRI40) AppleWebKit/533.1 (KHTML, like Gecko) Version/4.0 Mobile Safari/533.1"
154.14.161.138 - - [10/Oct/2015:13:24:50 ] "GET /Gucci HTTP/1.0" 200 4425 "http://facebook.com/" "Mozilla/5.0 (Windows; U; MSIE 9.0; WIndows NT 9.0; en-US))"
20.149.200.80 - - [10/Oct/2015:13:28:03 ] "GET /YSL HTTP/1.0" 200 3126 "http://instagram.com" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1944.0 Safari/537.36"
181.3.249.130 - - [10/Oct/2015:13:31:30 ] "GET /Store/cart.jsp?productID=1335 HTTP/1.0" 200 3403 "http://instagram.com" "Mozilla/5.0 (Windows NT 5.1; rv:31.0) Gecko/20100101 Firefox/31.0"
20.149.200.80 - - [10/Oct/2015:13:32:13 ] "GET /Prada HTTP/1.0" 200 4743 "http://instagram.com" "Mozilla/5.0 (iPad; CPU OS 6_0 like Mac OS X) AppleWebKit/536.26 (KHTML, like Gecko) Version/6.0 Mobile/10A5355d Safari/8536.25"
